Station,Annee,Mois,Jour,Pluie,Insolation,TCM=(Tmin+Tmax)/2,TDM= moyenne des valeurs trihoraires,TMAX,TMIN,Humidité relative MAX,Humidité relative MIN,Date,Vitesse_moy,Pluie_moy_voisine,TCM,Humidite_moy,Evap_estimee
Ouahigouya,2020,1,1,0.0,10.5,23.5,23.400000000000002,31.0,16.0,38,3,2020-01-01,4.9375,0.0,23.5,20.5,11.2375
Ouahigouya,2020,1,1,0.0,10.5,23.5,23.400000000000002,31.0,16.0,38,3,2020-01-01,11.4375,0.0,23.5,20.5,12.5375
Ouahigouya,2020,1,2,0.0,7.8,21.2,20.5,26.400000000000002,15.9,27,11,2020-01-02,4.875,0.0,21.2,19.0,9.334999999999999
Ouahigouya,2020,1,2,0.0,7.8,21.2,20.5,26.400000000000002,15.9,27,11,2020-01-02,3.0625,0.0,21.2,19.0,8.9725
Ouahigouya,2020,1,3,0.0,8.5,19.0,19.2,25.1,12.9,26,8,2020-01-03,7.5625,0.0,19.0,17.0,9.7625
Ouahigouya,2020,1,3,0.0,8.5,19.0,19.2,25.1,12.9,26,8,2020-01-03,2.75,0.0,19.0,17.0,8.8
Ouahigouya,2020,1,4,0.0,8.5,20.0,19.7,25.900000000000002,14.1,30,13,2020-01-04,9.4375,0.0,20.0,21.5,9.987499999999999
Ouahigouya,2020,1,4,0.0,8.5,20.0,19.7,25.900000000000002,14.1,30,13,2020-01-04,5.3125,0.0,20.0,21.5,9.1625
Ouahigouya,2020,1,5,0.0,9.5,21.3,20.8,28.1,14.5,38,13,2020-01-05,8.9375,0.0,21.3,25.5,10.3775
Ouahigouya,2020,1,5,0.0,9.5,21.3,20.8,28.1,14.5,38,13,2020-01-05,9.25,0.0,21.3,25.5,10.44
Ouahigouya,2020,1,6,0.0,9.6,21.8,21.5,28.900000000000002,14.6,39,13,2020-01-06,2.125,0.0,21.8,26.0,9.165000000000001
Ouahigouya,2020,1,6,0.0,9.6,21.8,21.5,28.900000000000002,14.6,39,13,2020-01-06,10.875,0.0,21.8,26.0,10.915000000000001
Ouahigouya,2020,1,7,0.0,9.4,22.6,22.6,30.0,15.200000000000001,43,12,2020-01-07,8.1875,0.0,22.6,27.5,10.3675
Ouahigouya,2020,1,7,0.0,9.4,22.6,22.6,30.0,15.200000000000001,43,12,2020-01-07,11.0,0.0,22.6,27.5,10.93
Ouahigouya,2020,1,8,0.0,10.1,25.400000000000002,24.7,32.8,17.900000000000002,35,14,2020-01-08,15.1875,0.0,25.400000000000002,24.5,13.2575
Ouahigouya,2020,1,8,0.0,10.1,25.400000000000002,24.7,32.8,17.900000000000002,35,14,2020-01-08,12.8125,0.0,25.400000000000002,24.5,12.782499999999999
Ouahigouya,2020,1,9,0.0,9.3,25.900000000000002,25.5,33.2,18.6,39,10,2020-01-09,11.625,0.0,25.900000000000002,24.5,12.295000000000002
Ouahigouya,2020,1,9,0.0,9.3,25.900000000000002,25.5,33.2,18.6,39,10,2020-01-09,10.8125,0.0,25.900000000000002,24.5,12.1325
Ouahigouya,2020,1,10,0.0,9.5,25.8,25.900000000000002,33.5,18.0,39,12,2020-01-10,7.625,0.0,25.8,25.5,11.465
Ouahigouya,2020,1,10,0.0,9.5,25.8,25.900000000000002,33.5,18.0,39,12,2020-01-10,9.1875,0.0,25.8,25.5,11.7775
Ouahigouya,2020,1,11,0.0,9.700000000000001,26.400000000000002,26.0,32.7,20.0,31,11,2020-01-11,13.5,0.0,26.400000000000002,21.0,13.37
Ouahigouya,2020,1,11,0.0,9.700000000000001,26.400000000000002,26.0,32.7,20.0,31,11,2020-01-11,13.4375,0.0,26.400000000000002,21.0,13.3575
Ouahigouya,2020,1,12,0.0,9.8,26.1,25.2,32.5,19.7,34,11,2020-01-12,15.3125,0.0,26.1,22.5,13.5425
Ouahigouya,2020,1,12,0.0,9.8,26.1,25.2,32.5,19.7,34,11,2020-01-12,12.375,0.0,26.1,22.5,12.955
Ouahigouya,2020,1,13,0.0,8.9,23.400000000000002,23.1,28.6,18.1,25,10,2020-01-13,17.6875,0.0,23.400000000000002,17.5,13.2575
Ouahigouya,2020,1,13,0.0,8.9,23.400000000000002,23.1,28.6,18.1,25,10,2020-01-13,12.8125,0.0,23.400000000000002,17.5,12.2825
Ouahigouya,2020,1,14,0.0,10.4,23.0,22.7,30.0,15.9,26,7,2020-01-14,16.1875,0.0,23.0,16.5,13.6875
Ouahigouya,2020,1,14,0.0,10.4,23.0,22.7,30.0,15.9,26,7,2020-01-14,11.5,0.0,23.0,16.5,12.75
Ouahigouya,2020,1,15,0.0,9.4,24.3,23.6,31.1,17.5,20,9,2020-01-15,12.75,0.0,24.3,14.5,13.09
Ouahigouya,2020,1,15,0.0,9.4,24.3,23.6,31.1,17.5,20,9,2020-01-15,11.0,0.0,24.3,14.5,12.740000000000002
Ouahigouya,2020,1,16,0.0,9.9,25.1,25.0,33.2,17.0,31,12,2020-01-16,15.25,0.0,25.1,21.5,13.38
Ouahigouya,2020,1,16,0.0,9.9,25.1,25.0,33.2,17.0,31,12,2020-01-16,11.25,0.0,25.1,21.5,12.58
Ouahigouya,2020,1,17,0.0,9.700000000000001,24.900000000000002,25.1,31.7,18.0,26,10,2020-01-17,8.4375,0.0,24.900000000000002,18.0,12.2075
Ouahigouya,2020,1,17,0.0,9.700000000000001,24.900000000000002,25.1,31.7,18.0,26,10,2020-01-17,3.0625,0.0,24.900000000000002,18.0,11.1325
Ouahigouya,2020,1,18,0.0,10.1,23.1,23.900000000000002,31.0,15.1,50,9,2020-01-18,4.8125,0.0,23.1,29.5,9.9925
Ouahigouya,2020,1,18,0.0,10.1,23.1,23.900000000000002,31.0,15.1,50,9,2020-01-18,5.3125,0.0,23.1,29.5,10.092500000000001
Ouahigouya,2020,1,19,0.0,8.9,23.7,23.3,30.8,16.5,39,11,2020-01-19,4.1875,0.0,23.7,25.0,9.897499999999999
Ouahigouya,2020,1,19,0.0,8.9,23.7,23.3,30.8,16.5,39,11,2020-01-19,6.75,0.0,23.7,25.0,10.409999999999998
Ouahigouya,2020,1,20,0.0,9.4,24.5,24.400000000000002,32.9,16.0,38,13,2020-01-20,8.6875,0.0,24.5,25.5,11.2375
Ouahigouya,2020,1,20,0.0,9.4,24.5,24.400000000000002,32.9,16.0,38,13,2020-01-20,6.875,0.0,24.5,25.5,10.875
Ouahigouya,2020,1,21,0.0,7.6000000000000005,27.2,26.5,34.2,20.2,33,15,2020-01-21,7.875,0.0,27.2,24.0,11.135
Ouahigouya,2020,1,21,0.0,7.6000000000000005,27.2,26.5,34.2,20.2,33,15,2020-01-21,5.1875,0.0,27.2,24.0,10.5975
Ouahigouya,2020,1,22,0.0,6.3,27.5,27.0,33.9,21.0,35,14,2020-01-22,8.6875,0.0,27.5,24.5,10.6875
Ouahigouya,2020,1,22,0.0,6.3,27.5,27.0,33.9,21.0,35,14,2020-01-22,9.0625,0.0,27.5,24.5,10.7625
Ouahigouya,2020,1,23,0.0,5.8,28.6,27.900000000000002,34.6,22.6,29,9,2020-01-23,6.625,0.0,28.6,19.0,10.905
Ouahigouya,2020,1,23,0.0,5.8,28.6,27.900000000000002,34.6,22.6,29,9,2020-01-23,6.0625,0.0,28.6,19.0,10.7925
Ouahigouya,2020,1,24,0.0,4.8,26.6,26.3,33.2,19.900000000000002,29,5,2020-01-24,12.3125,0.0,26.6,17.0,11.142500000000002
Ouahigouya,2020,1,24,0.0,4.8,26.6,26.3,33.2,19.900000000000002,29,5,2020-01-24,6.375,0.0,26.6,17.0,9.955000000000002
Ouahigouya,2020,1,25,0.0,9.8,28.1,27.7,36.0,20.2,20,4,2020-01-25,4.875,0.0,28.1,12.0,13.105
Ouahigouya,2020,1,25,0.0,9.8,28.1,27.7,36.0,20.2,20,4,2020-01-25,4.0625,0.0,28.1,12.0,12.942499999999999
Ouahigouya,2020,1,26,0.0,9.700000000000001,27.3,27.0,35.0,19.6,23,3,2020-01-26,5.125,0.0,27.3,13.0,12.764999999999999
Ouahigouya,2020,1,26,0.0,9.700000000000001,27.3,27.0,35.0,19.6,23,3,2020-01-26,6.375,0.0,27.3,13.0,13.014999999999999
Ouahigouya,2020,1,27,0.0,8.5,26.7,26.3,33.4,20.0,18,2,2020-01-27,5.5625,0.0,26.7,10.0,12.3725
Ouahigouya,2020,1,27,0.0,8.5,26.7,26.3,33.4,20.0,18,2,2020-01-27,3.4375,0.0,26.7,10.0,11.9475
Ouahigouya,2020,1,28,0.0,7.7,26.5,25.1,34.6,18.400000000000002,21,4,2020-01-28,6.5,0.0,26.5,12.5,11.85
Ouahigouya,2020,1,28,0.0,7.7,26.5,25.1,34.6,18.400000000000002,21,4,2020-01-28,7.875,0.0,26.5,12.5,12.125
Ouahigouya,2020,1,29,0.0,10.8,26.5,26.1,36.6,16.4,26,2,2020-01-29,5.125,0.0,26.5,14.0,12.975
Ouahigouya,2020,1,29,0.0,10.8,26.5,26.1,36.6,16.4,26,2,2020-01-29,11.0625,0.0,26.5,14.0,14.1625
Ouahigouya,2020,1,30,0.0,10.6,27.400000000000002,27.6,36.9,17.8,28,3,2020-01-30,6.5625,0.0,27.400000000000002,15.5,13.282499999999999
Ouahigouya,2020,1,30,0.0,10.6,27.400000000000002,27.6,36.9,17.8,28,3,2020-01-30,8.0625,0.0,27.400000000000002,15.5,13.5825
Ouahigouya,2020,1,31,0.0,9.8,27.7,28.2,36.5,18.8,37,6,2020-01-31,5.125,0.0,27.7,21.5,12.084999999999999
Ouahigouya,2020,1,31,0.0,9.8,27.7,28.2,36.5,18.8,37,6,2020-01-31,3.25,0.0,27.7,21.5,11.709999999999999
Ouahigouya,2020,2,1,0.0,10.8,27.2,27.5,35.5,18.8,30,2,2020-02-01,6.3125,0.0,27.2,16.0,13.222500000000002
Ouahigouya,2020,2,1,0.0,10.8,27.2,27.5,35.5,18.8,30,2,2020-02-01,7.625,0.0,27.2,16.0,13.485000000000001
Ouahigouya,2020,2,2,0.0,10.6,26.0,26.0,34.300000000000004,17.6,30,6,2020-02-02,5.0,0.0,26.0,18.0,12.299999999999999
Ouahigouya,2020,2,2,0.0,10.6,26.0,26.0,34.300000000000004,17.6,30,6,2020-02-02,7.125,0.0,26.0,18.0,12.725
Ouahigouya,2020,2,3,0.0,10.700000000000001,25.5,25.5,33.6,17.400000000000002,30,5,2020-02-03,9.0,0.0,25.5,17.5,13.05
Ouahigouya,2020,2,3,0.0,10.700000000000001,25.5,25.5,33.6,17.400000000000002,30,5,2020-02-03,11.25,0.0,25.5,17.5,13.5
Ouahigouya,2020,2,4,0.0,10.8,25.3,25.8,34.0,16.6,29,4,2020-02-04,6.25,0.0,25.3,16.5,12.59
Ouahigouya,2020,2,4,0.0,10.8,25.3,25.8,34.0,16.6,29,4,2020-02-04,11.3125,0.0,25.3,16.5,13.602500000000001
Ouahigouya,2020,2,5,0.0,10.9,25.400000000000002,25.400000000000002,33.4,17.400000000000002,24,5,2020-02-05,6.5625,0.0,25.400000000000002,14.5,12.932500000000001
Ouahigouya,2020,2,5,0.0,10.9,25.400000000000002,25.400000000000002,33.4,17.400000000000002,24,5,2020-02-05,11.75,0.0,25.400000000000002,14.5,13.969999999999999
Ouahigouya,2020,2,6,0.0,10.9,25.3,25.6,33.3,17.3,30,4,2020-02-06,7.8125,0.0,25.3,17.0,12.9025
Ouahigouya,2020,2,6,0.0,10.9,25.3,25.6,33.3,17.3,30,4,2020-02-06,3.0625,0.0,25.3,17.0,11.9525
Ouahigouya,2020,2,7,0.0,11.0,25.6,25.7,33.4,17.8,25,5,2020-02-07,9.4375,0.0,25.6,15.0,13.567499999999999
Ouahigouya,2020,2,7,0.0,11.0,25.6,25.7,33.4,17.8,25,5,2020-02-07,14.8125,0.0,25.6,15.0,14.642499999999998
Ouahigouya,2020,2,8,0.0,10.6,24.8,25.400000000000002,33.5,16.0,34,5,2020-02-08,6.466666666666667,0.0,24.8,19.5,12.083333333333332
Ouahigouya,2020,2,8,0.0,10.6,24.8,25.400000000000002,33.5,16.0,34,5,2020-02-08,11.9375,0.0,24.8,19.5,13.177499999999998
Ouahigouya,2020,2,9,0.0,9.6,26.1,26.400000000000002,33.7,18.5,24,8,2020-02-09,9.6,0.0,26.1,16.0,12.95
Ouahigouya,2020,2,9,0.0,9.6,26.1,26.400000000000002,33.7,18.5,24,8,2020-02-09,9.6875,0.0,26.1,16.0,12.9675
Ouahigouya,2020,2,10,0.0,4.0,28.0,28.0,32.0,24.0,19,10,2020-02-10,7.0,0.0,28.0,14.5,10.350000000000001
Ouahigouya,2020,2,10,0.0,4.0,28.0,28.0,32.0,24.0,19,10,2020-02-10,3.625,0.0,28.0,14.5,9.675
Ouahigouya,2020,2,11,0.0,3.4,26.2,26.400000000000002,30.0,22.3,22,3,2020-02-11,5.133333333333334,0.0,26.2,12.5,9.336666666666666
Ouahigouya,2020,2,11,0.0,3.4,26.2,26.400000000000002,30.0,22.3,22,3,2020-02-11,5.6875,0.0,26.2,12.5,9.447499999999998
Ouahigouya,2020,2,12,0.0,8.5,28.3,27.7,33.5,23.1,17,3,2020-02-12,4.933333333333334,0.0,28.3,10.0,12.726666666666667
Ouahigouya,2020,2,12,0.0,8.5,28.3,27.7,33.5,23.1,17,3,2020-02-12,9.875,0.0,28.3,10.0,13.715
Ouahigouya,2020,2,13,0.0,5.8,26.7,26.8,32.4,20.900000000000002,18,4,2020-02-13,3.933333333333333,0.0,26.7,11.0,10.596666666666668
Ouahigouya,2020,2,13,0.0,5.8,26.7,26.8,32.4,20.900000000000002,18,4,2020-02-13,10.1875,0.0,26.7,11.0,11.8475
Ouahigouya,2020,2,14,0.0,9.9,26.5,26.3,34.0,19.0,26,4,2020-02-14,10.6,0.0,26.5,15.0,13.52
Ouahigouya,2020,2,14,0.0,9.9,26.5,26.3,34.0,19.0,26,4,2020-02-14,9.375,0.0,26.5,15.0,13.274999999999999
Ouahigouya,2020,2,15,0.0,10.5,27.0,27.2,36.0,18.0,26,4,2020-02-15,4.066666666666666,0.0,27.0,15.0,12.663333333333332
Ouahigouya,2020,2,15,0.0,10.5,27.0,27.2,36.0,18.0,26,4,2020-02-15,10.0,0.0,27.0,15.0,13.85
Ouahigouya,2020,2,16,0.0,10.1,27.8,28.1,36.6,19.0,26,3,2020-02-16,5.933333333333334,0.0,27.8,14.5,13.126666666666669
Ouahigouya,2020,2,16,0.0,10.1,27.8,28.1,36.6,19.0,26,3,2020-02-16,11.625,0.0,27.8,14.5,14.265
Ouahigouya,2020,2,17,0.0,10.8,28.6,28.8,36.9,20.2,22,5,2020-02-17,8.066666666666666,0.0,28.6,13.5,14.243333333333334
Ouahigouya,2020,2,17,0.0,10.8,28.6,28.8,36.9,20.2,22,5,2020-02-17,12.125,0.0,28.6,13.5,15.055000000000001
Ouahigouya,2020,2,18,0.0,9.4,29.2,29.0,36.6,21.8,24,7,2020-02-18,6.133333333333334,0.0,29.2,15.5,13.136666666666667
Ouahigouya,2020,2,18,0.0,9.4,29.2,29.0,36.6,21.8,24,7,2020-02-18,7.6875,0.0,29.2,15.5,13.4475
Ouahigouya,2020,2,19,0.0,10.200000000000001,29.7,29.1,37.7,21.6,22,8,2020-02-19,5.066666666666666,0.0,29.7,15.0,13.523333333333335
Ouahigouya,2020,2,19,0.0,10.200000000000001,29.7,29.1,37.7,21.6,22,8,2020-02-19,6.0625,0.0,29.7,15.0,13.722500000000002
Ouahigouya,2020,2,20,0.0,10.5,28.900000000000002,28.7,37.0,20.7,25,8,2020-02-20,4.533333333333333,0.0,28.900000000000002,16.5,13.176666666666666
Ouahigouya,2020,2,20,0.0,10.5,28.900000000000002,28.7,37.0,20.7,25,8,2020-02-20,4.125,0.0,28.900000000000002,16.5,13.094999999999999
Ouahigouya,2020,2,21,0.0,9.8,28.5,28.7,35.9,21.1,28,7,2020-02-21,8.133333333333333,0.0,28.5,17.5,13.326666666666666
Ouahigouya,2020,2,21,0.0,9.8,28.5,28.7,35.9,21.1,28,7,2020-02-21,5.25,0.0,28.5,17.5,12.75
Ouahigouya,2020,2,22,0.0,9.5,28.8,29.1,36.1,21.400000000000002,29,8,2020-02-22,6.733333333333333,0.0,28.8,18.5,12.886666666666668
Ouahigouya,2020,2,22,0.0,9.5,28.8,29.1,36.1,21.400000000000002,29,8,2020-02-22,5.5,0.0,28.8,18.5,12.64
Ouahigouya,2020,2,23,0.0,10.3,30.5,30.400000000000002,38.5,22.5,18,3,2020-02-23,5.866666666666666,0.0,30.5,10.5,14.423333333333334
Ouahigouya,2020,2,23,0.0,10.3,30.5,30.400000000000002,38.5,22.5,18,3,2020-02-23,4.5625,0.0,30.5,10.5,14.1625
Ouahigouya,2020,2,24,0.0,9.4,29.900000000000002,29.8,36.800000000000004,22.900000000000002,17,6,2020-02-24,7.333333333333333,0.0,29.900000000000002,11.5,13.986666666666668
Ouahigouya,2020,2,24,0.0,9.4,29.900000000000002,29.8,36.800000000000004,22.900000000000002,17,6,2020-02-24,3.8125,0.0,29.900000000000002,11.5,13.2825
Ouahigouya,2020,2,25,0.0,9.8,28.400000000000002,28.3,34.2,22.5,21,5,2020-02-25,7.866666666666666,0.0,28.400000000000002,13.0,13.693333333333332
Ouahigouya,2020,2,25,0.0,9.8,28.400000000000002,28.3,34.2,22.5,21,5,2020-02-25,7.5625,0.0,28.400000000000002,13.0,13.6325
Ouahigouya,2020,2,26,0.0,9.700000000000001,27.900000000000002,27.7,35.0,20.7,25,8,2020-02-26,11.866666666666667,0.0,27.900000000000002,16.5,13.943333333333335
Ouahigouya,2020,2,26,0.0,9.700000000000001,27.900000000000002,27.7,35.0,20.7,25,8,2020-02-26,11.75,0.0,27.900000000000002,16.5,13.920000000000002
Ouahigouya,2020,2,27,0.0,8.0,29.0,29.1,35.6,22.400000000000002,20,7,2020-02-27,4.133333333333334,0.0,29.0,13.5,12.176666666666666
Ouahigouya,2020,2,27,0.0,8.0,29.0,29.1,35.6,22.400000000000002,20,7,2020-02-27,8.125,0.0,29.0,13.5,12.975
Ouahigouya,2020,2,28,0.0,9.6,29.6,28.7,36.5,22.6,26,6,2020-02-28,3.933333333333333,0.0,29.6,16.0,12.866666666666667
Ouahigouya,2020,2,28,0.0,9.6,29.6,28.7,36.5,22.6,26,6,2020-02-28,10.5,0.0,29.6,16.0,14.18
Ouahigouya,2020,2,29,0.0,10.200000000000001,29.7,29.5,38.1,21.3,27,4,2020-02-29,9.533333333333333,0.0,29.7,15.5,14.366666666666667
Ouahigouya,2020,2,29,0.0,10.200000000000001,29.7,29.5,38.1,21.3,27,4,2020-02-29,12.8125,0.0,29.7,15.5,15.0225
Ouahigouya,2020,3,1,0.0,10.200000000000001,29.900000000000002,29.900000000000002,38.0,21.8,26,5,2020-03-01,13.5625,0.0,29.900000000000002,15.5,15.232499999999998
Ouahigouya,2020,3,1,0.0,10.200000000000001,29.900000000000002,29.900000000000002,38.0,21.8,26,5,2020-03-01,12.125,0.0,29.900000000000002,15.5,14.945
Ouahigouya,2020,3,2,0.0,9.9,30.2,30.7,39.5,20.900000000000002,22,4,2020-03-02,10.1875,0.0,30.2,13.0,14.747499999999999
Ouahigouya,2020,3,2,0.0,9.9,30.2,30.7,39.5,20.900000000000002,22,4,2020-03-02,9.5,0.0,30.2,13.0,14.609999999999998
Ouahigouya,2020,3,3,0.0,10.0,31.6,31.3,40.2,23.0,23,7,2020-03-03,10.0625,0.0,31.6,15.0,14.9925
Ouahigouya,2020,3,3,0.0,10.0,31.6,31.3,40.2,23.0,23,7,2020-03-03,9.75,0.0,31.6,15.0,14.93
Ouahigouya,2020,3,4,0.0,9.5,32.3,32.1,40.0,24.5,22,5,2020-03-04,11.625,0.0,32.3,13.5,15.415000000000001
Ouahigouya,2020,3,4,0.0,9.5,32.3,32.1,40.0,24.5,22,5,2020-03-04,10.25,0.0,32.3,13.5,15.139999999999999
Ouahigouya,2020,3,5,0.0,10.5,31.7,31.400000000000002,39.300000000000004,24.1,23,2,2020-03-05,13.0,0.0,31.7,12.5,16.11
Ouahigouya,2020,3,5,0.0,10.5,31.7,31.400000000000002,39.300000000000004,24.1,23,2,2020-03-05,11.4375,0.0,31.7,12.5,15.7975
Ouahigouya,2020,3,6,0.0,10.9,30.2,30.900000000000002,39.7,20.7,24,4,2020-03-06,11.1875,0.0,30.2,14.0,15.347499999999998
Ouahigouya,2020,3,6,0.0,10.9,30.2,30.900000000000002,39.7,20.7,24,4,2020-03-06,9.875,0.0,30.2,14.0,15.084999999999999
Ouahigouya,2020,3,7,0.0,10.9,31.0,31.6,40.0,21.900000000000002,27,5,2020-03-07,12.625,0.0,31.0,16.0,15.674999999999999
Ouahigouya,2020,3,7,0.0,10.9,31.0,31.6,40.0,21.900000000000002,27,5,2020-03-07,9.8125,0.0,31.0,16.0,15.112499999999999
Ouahigouya,2020,3,8,0.0,10.700000000000001,31.7,32.2,40.7,22.7,23,5,2020-03-08,13.0625,0.0,31.7,14.0,16.0725
Ouahigouya,2020,3,8,0.0,10.700000000000001,31.7,32.2,40.7,22.7,23,5,2020-03-08,10.125,0.0,31.7,14.0,15.484999999999998
Ouahigouya,2020,3,9,0.0,10.0,32.0,31.8,40.4,23.6,19,4,2020-03-09,9.6875,0.0,32.0,11.5,15.387500000000001
Ouahigouya,2020,3,9,0.0,10.0,32.0,31.8,40.4,23.6,19,4,2020-03-09,7.9375,0.0,32.0,11.5,15.0375
Ouahigouya,2020,3,10,0.0,6.0,31.3,30.900000000000002,37.2,25.400000000000002,22,4,2020-03-10,11.75,0.0,31.3,13.0,13.44
Ouahigouya,2020,3,10,0.0,6.0,31.3,30.900000000000002,37.2,25.400000000000002,22,4,2020-03-10,11.5625,0.0,31.3,13.0,13.4025
Ouahigouya,2020,3,11,0.0,5.0,30.5,30.8,36.7,24.3,23,4,2020-03-11,16.5,0.0,30.5,13.5,13.600000000000001
Ouahigouya,2020,3,11,0.0,5.0,30.5,30.8,36.7,24.3,23,4,2020-03-11,12.5,0.0,30.5,13.5,12.8
Ouahigouya,2020,3,12,0.0,9.9,31.8,31.3,39.2,24.400000000000002,21,2,2020-03-12,17.375,0.0,31.8,11.5,16.815
Ouahigouya,2020,3,12,0.0,9.9,31.8,31.3,39.2,24.400000000000002,21,2,2020-03-12,12.625,0.0,31.8,11.5,15.865
Ouahigouya,2020,3,13,0.0,8.9,32.0,31.7,39.1,24.8,16,7,2020-03-13,9.375,0.0,32.0,11.5,14.775
Ouahigouya,2020,3,13,0.0,8.9,32.0,31.7,39.1,24.8,16,7,2020-03-13,10.1875,0.0,32.0,11.5,14.937500000000002
Ouahigouya,2020,3,14,0.0,7.4,32.5,32.4,39.1,25.900000000000002,23,7,2020-03-14,6.6875,0.0,32.5,15.0,13.2875
Ouahigouya,2020,3,14,0.0,7.4,32.5,32.4,39.1,25.900000000000002,23,7,2020-03-14,5.0625,0.0,32.5,15.0,12.962499999999999
Ouahigouya,2020,3,15,0.0,7.4,32.1,32.2,39.6,24.5,23,7,2020-03-15,4.375,0.0,32.1,15.0,12.705000000000002
Ouahigouya,2020,3,15,0.0,7.4,32.1,32.2,39.6,24.5,23,7,2020-03-15,7.1875,0.0,32.1,15.0,13.267500000000002
Ouahigouya,2020,3,16,0.0,4.8,32.9,33.1,39.7,26.0,28,6,2020-03-16,7.4375,0.0,32.9,17.0,12.057500000000001
Ouahigouya,2020,3,16,0.0,4.8,32.9,33.1,39.7,26.0,28,6,2020-03-16,5.625,0.0,32.9,17.0,11.695
Ouahigouya,2020,3,17,0.0,9.0,34.0,34.300000000000004,41.5,26.5,33,3,2020-03-17,6.625,0.0,34.0,18.0,14.224999999999998
Ouahigouya,2020,3,17,0.0,9.0,34.0,34.300000000000004,41.5,26.5,33,3,2020-03-17,8.5625,0.0,34.0,18.0,14.612499999999997
Ouahigouya,2020,3,18,0.0,7.6000000000000005,35.0,34.800000000000004,41.0,29.0,52,21,2020-03-18,11.1875,0.0,35.0,36.5,12.887500000000001
Ouahigouya,2020,3,18,0.0,7.6000000000000005,35.0,34.800000000000004,41.0,29.0,52,21,2020-03-18,9.3125,0.0,35.0,36.5,12.512500000000001
Ouahigouya,2020,3,19,0.0,8.4,35.4,34.9,41.1,29.6,40,10,2020-03-19,11.9375,0.0,35.4,25.0,14.7075
Ouahigouya,2020,3,19,0.0,8.4,35.4,34.9,41.1,29.6,40,10,2020-03-19,12.0,0.0,35.4,25.0,14.719999999999999
Ouahigouya,2020,3,20,0.0,9.200000000000001,33.8,33.9,40.5,27.0,32,8,2020-03-20,12.875,0.0,33.8,20.0,15.314999999999998
Ouahigouya,2020,3,20,0.0,9.200000000000001,33.8,33.9,40.5,27.0,32,8,2020-03-20,12.125,0.0,33.8,20.0,15.165
Ouahigouya,2020,3,21,0.0,9.5,33.7,33.2,40.0,27.3,24,9,2020-03-21,13.375,0.0,33.7,16.5,15.885
Ouahigouya,2020,3,21,0.0,9.5,33.7,33.2,40.0,27.3,24,9,2020-03-21,13.0,0.0,33.7,16.5,15.81
Ouahigouya,2020,3,22,0.0,10.5,34.0,34.2,42.0,25.900000000000002,24,9,2020-03-22,13.625,0.0,34.0,16.5,16.525000000000002
Ouahigouya,2020,3,22,0.0,10.5,34.0,34.2,42.0,25.900000000000002,24,9,2020-03-22,9.125,0.0,34.0,16.5,15.624999999999998
Ouahigouya,2020,3,23,0.0,10.1,34.0,33.8,41.5,26.400000000000002,23,9,2020-03-23,12.6875,0.0,34.0,16.0,16.1875
Ouahigouya,2020,3,23,0.0,10.1,34.0,33.8,41.5,26.400000000000002,23,9,2020-03-23,11.625,0.0,34.0,16.0,15.975
Ouahigouya,2020,3,24,0.0,7.5,33.4,33.5,39.2,27.5,32,14,2020-03-24,14.75,0.0,33.4,23.0,14.419999999999998
Ouahigouya,2020,3,24,0.0,7.5,33.4,33.5,39.2,27.5,32,14,2020-03-24,10.75,0.0,33.4,23.0,13.62
Ouahigouya,2020,3,25,0.0,5.9,30.1,30.3,33.5,26.7,29,13,2020-03-25,9.375,0.0,30.1,21.0,11.755
Ouahigouya,2020,3,25,0.0,5.9,30.1,30.3,33.5,26.7,29,13,2020-03-25,12.5625,0.0,30.1,21.0,12.3925
Ouahigouya,2020,3,26,0.0,10.6,30.8,30.400000000000002,38.2,23.400000000000002,34,8,2020-03-26,8.625,0.0,30.8,21.0,14.165000000000001
Ouahigouya,2020,3,26,0.0,10.6,30.8,30.400000000000002,38.2,23.400000000000002,34,8,2020-03-26,10.4375,0.0,30.8,21.0,14.527499999999998
Ouahigouya,2020,3,27,0.0,8.700000000000001,33.1,32.3,39.6,26.6,22,7,2020-03-27,8.6875,0.0,33.1,14.5,14.567500000000003
Ouahigouya,2020,3,27,0.0,8.700000000000001,33.1,32.3,39.6,26.6,22,7,2020-03-27,6.8125,0.0,33.1,14.5,14.192500000000003
Ouahigouya,2020,3,28,0.0,8.8,33.6,33.6,41.800000000000004,25.400000000000002,25,6,2020-03-28,8.0625,0.0,33.6,15.5,14.5425
Ouahigouya,2020,3,28,0.0,8.8,33.6,33.6,41.800000000000004,25.400000000000002,25,6,2020-03-28,9.9375,0.0,33.6,15.5,14.9175
Ouahigouya,2020,3,29,0.0,3.4,35.4,34.300000000000004,40.5,30.3,24,11,2020-03-29,11.5625,0.0,35.4,17.5,12.882499999999999
Ouahigouya,2020,3,29,0.0,3.4,35.4,34.300000000000004,40.5,30.3,24,11,2020-03-29,9.75,0.0,35.4,17.5,12.52
Ouahigouya,2020,3,30,0.0,9.200000000000001,35.2,34.800000000000004,40.7,29.7,21,8,2020-03-30,7.5625,0.0,35.2,14.5,15.2225
Ouahigouya,2020,3,30,0.0,9.200000000000001,35.2,34.800000000000004,40.7,29.7,21,8,2020-03-30,8.3125,0.0,35.2,14.5,15.372500000000002
